Date,MINT,EMB,IAU,VCIT,MUB,SCHA,VEA,VYM,SCHH,VWO,FENY,VTIP,VGLT,ITE
2015-06-18,101.23,109.93,11.62,85.36,108.26,59.16,41.07,69.93,38.39,41.85,22.22,48.72,73.04,60.13
2015-06-19,101.27,110.21,11.6,85.8,108.45,59.17,40.98,69.54,38.05,41.47,21.9,48.75,73.85,60.11
2015-06-22,101.23,110.37,11.45,85.16,108.12,59.32,41.69,69.94,37.45,42.01,22.09,48.66,72.59,59.97
2015-06-23,101.22,110.33,11.39,84.97,108.09,59.43,41.84,69.89,37.15,42.39,22.19,48.67,72.22,59.89
2015-06-24,101.22,110.43,11.35,85.1,108.38,58.89,41.5,69.37,36.98,42.17,22.06,48.7,72.77,59.94
2015-06-25,101.21,110.28,11.33,84.87,108.26,58.76,41.49,69.1,36.6,42.02,21.83,48.66,72.44,59.97
2015-06-26,101.23,109.93,11.35,84.73,108.13,58.64,40.94,68.66,36.84,41.25,21.86,48.6,71.78,59.8
2015-06-29,101.24,109.64,11.39,85.32,108.59,57.23,39.71,67.34,36.27,40.34,21.46,48.68,73.42,60.15
2015-06-30,101.15,109.92,11.34,85.3,108.21,57.48,39.65,67.32,36.32,40.88,21.57,48.68,73.06,60.05
2015-07-01,101.17,109.9,11.3,84.81,107.99,57.67,39.91,67.77,36.88,40.88,21.26,48.64,71.99,59.89
2015-07-02,101.19,109.97,11.27,85.03,108.15,57.35,40.01,67.79,37.04,41.07,21.33,48.72,72.17,59.93
2015-07-06,101.16,109.51,11.3,85.11,108.32,57.21,39.19,67.57,37.2,39.93,21.02,48.74,73.41,60.12
2015-07-07,101.2,109.43,11.18,85.59,108.3,57.37,39.18,68.08,37.8,39.32,21.23,48.74,74.06,60.22
2015-07-08,101.22,109.22,11.21,85.59,108.7,56.5,38.23,67.13,37.7,37.87,20.79,48.76,74.63,60.24
2015-07-09,101.19,109.47,11.23,85.18,108.53,56.72,38.85,67.17,37.56,38.64,20.87,48.7,73.28,60.13
2015-07-10,101.12,109.88,11.24,84.66,108.41,57.45,40.03,67.88,37.82,39.73,20.96,48.7,72.29,59.95
2015-07-13,101.15,109.71,11.2,84.52,108.36,58.02,40.2,68.51,37.86,39.98,21.1,48.59,71.95,59.87
2015-07-14,101.14,109.35,11.17,84.62,108.46,58.3,40.48,68.73,37.95,40.08,21.31,48.64,72.21,59.96
2015-07-15,101.14,109.35,11.1,84.83,108.4,57.97,40.32,68.6,38.02,39.59,20.92,48.61,72.93,60.06
2015-07-16,101.15,109.64,11.06,84.84,108.49,58.33,40.66,69.11,38.33,40.06,20.89,48.6,73.38,60.04
2015-07-17,101.12,109.68,10.95,84.87,108.68,57.99,40.6,68.78,38.16,40.05,20.65,48.64,73.69,60.05
2015-07-20,101.13,109.53,10.65,84.68,108.7,57.75,40.69,68.73,38.24,39.8,20.36,48.58,73.44,60.0
2015-07-21,101.17,109.6,10.62,84.84,108.79,57.48,40.58,68.34,38.14,39.81,20.39,48.56,73.78,60.02
2015-07-22,101.11,109.67,10.56,84.8,108.87,57.59,40.24,68.14,38.28,39.28,20.22,48.61,74.23,60.0
2015-07-23,101.15,109.38,10.52,85.09,109.0,57.08,40.11,67.78,37.83,38.95,20.17,48.59,75.06,60.11
2015-07-24,101.16,108.98,10.62,85.06,109.09,56.35,39.68,67.11,38.01,38.39,19.77,48.57,75.24,60.27
2015-07-27,101.2,108.55,10.58,85.04,109.17,55.81,39.43,66.86,38.09,37.53,19.47,48.54,75.63,60.25
2015-07-28,101.19,108.74,10.58,85.07,109.07,56.33,39.92,67.61,38.15,37.89,20.04,48.51,75.11,60.18
2015-07-29,101.18,109.3,10.6,84.95,108.96,56.72,40.06,68.15,38.36,38.24,20.37,48.56,74.82,60.1
2015-07-30,101.16,109.65,10.51,84.86,108.97,56.86,40.04,68.18,38.19,38.0,20.25,48.56,75.36,60.12
2015-07-31,101.1,109.66,10.58,85.24,109.19,57.12,40.23,68.03,38.49,38.32,19.71,48.6,75.83,60.31
2015-08-03,101.07,108.76,10.49,85.13,109.1,56.79,40.11,67.83,38.68,37.69,19.33,48.51,76.37,60.28
2015-08-04,101.09,108.92,10.52,84.77,108.87,56.72,40.15,67.7,38.46,37.81,19.23,48.41,75.81,60.12
2015-08-05,101.08,108.81,10.48,84.64,108.82,56.94,40.36,67.99,38.25,37.85,19.08,48.38,75.23,60.04
2015-08-06,101.09,108.42,10.52,84.65,108.87,56.24,40.18,67.67,38.34,37.58,19.43,48.41,75.86,60.18
2015-08-07,101.1,108.47,10.56,84.95,108.89,55.94,40.14,67.42,38.52,37.54,19.06,48.35,76.74,60.15
2015-08-10,101.09,108.49,10.66,84.58,108.61,56.63,40.63,68.28,38.39,38.18,19.7,48.4,75.94,60.07
2015-08-11,101.12,108.52,10.72,85.02,109.09,56.17,39.99,67.7,38.68,37.36,19.68,48.43,76.99,60.31
2015-08-12,101.11,108.58,10.86,84.96,108.81,56.06,39.73,67.82,38.79,36.78,20.06,48.44,76.72,60.31
2015-08-13,101.1,108.49,10.77,84.74,108.92,55.95,39.72,67.7,38.88,36.71,19.76,48.35,76.41,60.19
2015-08-14,101.11,108.55,10.78,84.58,108.93,56.29,39.79,68.0,39.07,36.82,19.68,48.36,76.56,60.16
2015-08-17,101.13,108.62,10.79,84.75,108.94,56.78,39.71,68.24,39.44,36.43,19.71,48.3,76.82,60.19
2015-08-18,101.13,108.23,10.8,84.52,108.78,56.43,39.4,68.02,39.54,36.01,19.65,48.3,76.29,60.15
2015-08-19,101.15,107.94,10.94,84.98,109.03,55.86,39.08,67.45,39.28,35.52,19.11,48.28,77.02,60.29
2015-08-20,101.09,107.55,11.14,84.82,109.0,54.4,38.12,66.35,39.03,34.95,18.65,48.33,77.78,60.32
2015-08-21,101.09,107.09,11.2,85.02,109.24,53.49,37.16,64.51,38.28,33.86,18.02,48.3,78.03,60.47
2015-08-24,101.16,105.57,11.14,84.78,108.91,51.42,35.91,61.44,36.47,32.17,17.1,48.24,78.14,60.43
2015-08-25,101.12,106.36,11.02,84.37,108.73,51.0,36.26,60.85,35.45,32.63,16.86,48.26,76.78,60.42
2015-08-26,101.14,106.34,10.87,84.23,108.63,52.3,37.21,63.06,36.41,33.76,17.39,48.22,75.53,60.3
2015-08-27,101.05,107.88,10.85,84.22,108.9,53.4,37.7,64.52,37.15,35.12,18.33,48.28,75.54,60.33
2015-08-28,101.04,107.95,10.95,84.26,108.92,53.79,37.6,64.55,37.06,34.61,18.71,48.34,75.64,60.22
2015-08-31,101.06,108.01,10.98,84.22,108.84,53.54,37.32,64.18,36.22,34.54,19.0,48.41,75.2,60.23
2015-09-01,101.06,107.63,11.01,84.39,108.95,52.06,36.09,62.25,35.5,33.19,18.23,48.39,75.36,60.3
2015-09-02,101.01,107.16,10.95,84.53,108.79,52.89,36.66,63.22,35.88,33.69,18.41,48.34,74.97,60.23
2015-09-03,101.01,107.72,10.88,84.85,108.88,52.96,36.71,63.43,35.99,33.84,18.48,48.34,75.17,60.25
2015-09-04,101.0,107.64,10.83,85.04,109.0,52.51,35.87,62.42,35.26,32.78,18.17,48.33,75.96,60.3
2015-09-08,101.02,107.6,10.84,84.78,108.7,53.68,36.93,63.95,35.79,33.88,18.41,48.31,75.01,60.2
2015-09-09,101.01,107.96,10.7,84.76,108.72,53.17,36.79,63.05,35.35,33.69,18.04,48.31,75.25,60.22
2015-09-10,100.99,107.8,10.72,84.71,108.6,53.31,37.03,63.27,35.41,33.94,18.12,48.35,74.72,60.2
2015-09-11,101.02,107.82,10.71,84.94,108.64,53.54,37.02,63.4,36.14,34.07,17.93,48.35,75.13,60.28
2015-09-14,101.01,107.89,10.72,84.85,108.6,53.34,36.75,63.21,36.15,34.07,17.81,48.35,75.26,60.3
2015-09-15,100.96,107.76,10.67,84.32,108.18,53.92,37.02,64.07,36.5,34.42,18.02,48.26,73.91,60.09
2015-09-16,100.96,108.2,10.81,84.23,108.19,54.38,37.55,64.7,36.93,35.22,18.55,48.28,73.68,60.07
2015-09-17,100.99,108.83,10.94,84.88,108.7,54.46,37.57,64.54,37.31,35.22,18.53,48.45,74.53,60.35
2015-09-18,101.0,109.11,11.01,85.13,108.95,53.67,36.66,63.56,37.26,34.38,17.88,48.42,75.55,60.44
2015-09-21,100.98,108.5,10.94,84.76,108.83,53.43,36.67,63.83,37.36,34.44,17.96,48.38,74.5,60.33
2015-09-22,101.02,107.63,10.88,85.09,109.13,52.62,35.81,63.12,36.88,33.77,17.79,48.43,75.5,60.42
2015-09-23,100.98,107.41,10.91,84.96,109.11,52.42,35.64,62.39,37.15,33.26,17.53,48.41,75.35,60.4
2015-09-24,100.98,107.05,11.13,85.02,109.15,52.26,35.51,62.36,36.81,33.19,17.62,48.37,75.94,60.46
2015-09-25,100.95,106.8,11.08,84.79,109.1,51.78,35.66,62.59,37.03,32.69,17.61,48.29,75.33,60.4
2015-09-28,100.93,105.88,10.94,85.01,109.39,50.29,35.0,61.38,36.44,31.96,16.99,48.23,76.34,60.5
2015-09-29,100.9,105.64,10.9,85.27,109.58,50.03,34.93,61.61,36.93,32.22,17.0,48.34,76.72,60.62
2015-09-30,100.75,106.4,10.78,85.43,109.55,50.79,35.64,62.65,37.19,33.09,17.38,48.38,76.44,60.63
2015-10-01,100.74,105.63,10.76,85.13,109.3,50.66,35.74,62.59,37.41,33.2,17.41,48.45,76.52,60.52
2015-10-02,100.76,106.83,11.0,85.35,109.66,51.47,36.33,63.46,37.72,34.07,18.11,48.55,77.05,60.75
2015-10-05,100.76,107.36,10.96,85.07,109.49,52.72,37.06,64.84,38.36,34.75,18.69,48.51,76.11,60.63
2015-10-06,100.81,107.7,11.08,85.26,109.56,52.52,37.1,64.86,38.28,34.66,19.15,48.62,76.35,60.61
2015-10-07,100.78,108.04,11.06,85.6,109.42,53.3,37.54,65.47,38.72,35.52,19.41,48.6,76.18,60.59
2015-10-08,100.76,108.09,11.01,85.2,109.31,53.87,37.85,66.16,39.05,35.98,19.78,48.62,75.63,60.52
2015-10-09,100.79,108.54,11.18,85.26,109.32,53.96,37.93,66.03,38.99,36.02,19.65,48.58,75.78,60.53
2015-10-12,100.82,108.68,11.23,85.42,109.52,53.81,37.86,65.95,39.25,35.82,19.38,48.63,76.32,60.6
2015-10-13,100.8,107.92,11.28,85.64,109.45,53.15,37.41,65.58,38.92,35.18,19.21,48.58,76.46,60.65
2015-10-14,100.88,108.41,11.48,86.03,109.6,52.77,37.47,65.36,38.59,35.45,19.37,48.58,77.05,60.81
2015-10-15,100.83,108.95,11.43,85.77,109.43,53.68,38.16,66.24,39.14,36.26,19.69,48.56,76.63,60.67
2015-10-16,100.8,109.54,11.35,85.76,109.46,53.67,38.14,66.64,39.45,36.37,19.7,48.56,76.63,60.66
2015-10-19,100.85,109.55,11.29,85.8,109.55,53.67,37.98,66.5,40.02,36.0,19.29,48.49,76.42,60.68
2015-10-20,100.81,108.95,11.38,85.7,109.52,53.66,37.85,66.43,40.03,35.92,19.37,48.44,76.0,60.59
2015-10-21,100.83,108.57,11.27,85.99,109.65,52.89,37.82,66.15,39.86,35.4,19.1,48.48,76.73,60.63
2015-10-22,100.86,109.03,11.27,86.19,109.68,53.32,38.27,67.47,40.22,36.17,19.47,48.48,76.81,60.66
2015-10-23,100.82,109.25,11.25,85.95,109.52,53.8,38.62,68.07,39.75,36.41,19.44,48.5,76.28,60.52
2015-10-26,100.88,109.31,11.24,86.07,109.63,53.53,38.48,67.82,39.75,36.0,18.96,48.51,76.71,60.61
2015-10-27,100.86,109.01,11.27,86.17,109.72,52.9,38.14,67.55,39.82,35.67,18.7,48.51,76.91,60.65
2015-10-28,100.83,108.56,11.18,85.76,109.59,54.21,38.35,68.29,39.79,35.28,19.15,48.43,76.54,60.45
2015-10-29,100.84,108.72,11.06,85.26,109.51,53.79,38.07,68.1,39.79,34.89,19.24,48.41,75.43,60.33
2015-10-30,100.88,108.5,11.02,85.43,109.71,53.64,38.04,67.92,39.37,34.84,19.37,48.42,75.97,60.35
2015-11-02,100.81,108.14,10.95,85.03,109.42,54.7,38.41,68.66,40.21,35.5,19.84,48.41,75.44,60.18
2015-11-03,100.82,108.74,10.78,85.1,109.25,54.94,38.41,68.86,39.75,35.94,20.32,48.45,74.94,60.14
2015-11-04,100.78,108.72,10.68,85.05,109.29,54.78,38.16,68.68,39.58,35.74,20.15,48.36,74.99,60.04
2015-11-05,100.8,108.85,10.65,84.93,109.28,54.89,38.11,68.47,39.72,35.79,19.94,48.34,74.85,60.05
2015-11-06,100.78,108.19,10.5,84.54,108.91,55.16,37.93,68.35,38.52,35.39,19.87,48.24,73.78,59.84
2015-11-09,100.81,107.67,10.53,84.28,108.84,54.53,37.53,67.67,37.86,34.56,19.64,48.28,73.51,59.8
2015-11-10,100.84,107.81,10.5,84.54,108.9,54.64,37.52,67.82,38.28,34.47,19.69,48.27,73.92,59.87
2015-11-11,100.81,107.84,10.48,84.58,108.95,54.21,37.7,67.77,38.37,34.51,19.29,48.28,73.42,60.03
2015-11-12,100.8,108.04,10.47,84.74,109.04,53.12,37.25,66.79,38.15,34.15,18.83,48.24,73.83,59.89
2015-11-13,100.82,107.88,10.45,84.86,109.15,52.69,36.96,66.29,37.7,33.7,18.73,48.24,74.36,59.99
2015-11-16,100.88,107.94,10.46,84.91,109.09,53.21,37.4,67.31,38.06,34.43,19.36,48.21,74.13,60.01
2015-11-17,100.85,108.19,10.33,84.92,109.29,53.07,37.45,67.12,38.12,34.39,19.14,48.24,74.23,60.01
2015-11-18,100.85,108.45,10.32,85.04,109.49,53.92,37.81,67.96,38.46,34.66,19.48,48.22,74.39,59.97
2015-11-19,100.85,108.65,10.45,85.2,109.68,53.72,38.01,68.11,38.65,34.92,19.2,48.3,74.88,60.02
2015-11-20,100.86,108.99,10.4,85.13,109.7,53.97,37.93,68.16,39.09,35.22,18.97,48.36,74.67,59.99
2015-11-23,100.84,108.88,10.31,85.11,109.8,54.2,37.7,68.08,39.14,34.93,19.11,48.32,74.85,60.03
2015-11-24,100.86,108.77,10.39,85.2,109.88,54.6,37.75,68.31,38.92,35.02,19.58,48.39,74.81,60.05
2015-11-25,100.87,108.67,10.33,85.21,109.94,54.94,37.81,68.18,39.12,34.75,19.42,48.35,74.95,60.03
2015-11-27,100.89,108.68,10.22,85.15,109.96,55.1,37.8,68.26,39.47,33.99,19.24,48.37,74.9,60.05
2015-11-30,100.92,108.39,10.28,85.19,110.03,54.86,37.75,68.07,39.14,34.04,19.36,48.33,75.16,60.08
2015-12-01,100.84,108.28,10.31,85.32,109.95,55.22,38.16,68.67,39.69,34.24,19.46,48.4,75.92,60.11
2015-12-02,100.77,107.93,10.15,85.1,110.0,54.63,37.76,67.9,38.88,33.9,18.84,48.35,75.96,60.05
2015-12-03,100.8,107.18,10.26,84.45,109.65,53.74,37.58,67.04,38.27,33.8,18.48,48.31,74.06,59.84
2015-12-04,100.8,107.34,10.5,84.74,109.83,54.26,37.85,68.23,39.06,33.93,18.33,48.29,74.67,59.93
2015-12-07,100.79,107.08,10.35,84.77,109.94,53.43,37.54,67.78,38.94,33.45,17.61,48.27,75.3,60.0
2015-12-08,100.77,106.91,10.37,84.77,110.01,53.15,36.97,67.16,38.95,33.05,17.41,48.25,75.4,60.02
2015-12-09,100.73,107.09,10.35,84.74,110.13,52.61,36.89,66.97,38.71,32.81,17.64,48.24,75.26,60.07
2015-12-10,100.76,106.93,10.35,84.63,110.18,52.76,36.88,67.07,38.4,32.48,17.79,48.17,75.31,59.98
2015-12-11,100.8,105.29,10.39,84.78,110.38,51.71,36.22,65.91,38.41,31.56,17.15,48.26,76.63,60.23
2015-12-14,100.73,105.71,10.27,84.34,110.12,51.3,36.3,66.31,38.59,32.08,17.22,48.15,75.48,60.0
2015-12-15,100.73,106.06,10.24,84.06,110.01,52.01,36.44,67.13,39.05,32.55,17.69,48.16,75.07,59.95
2015-12-16,100.69,106.14,10.37,84.04,110.02,52.72,37.18,68.07,39.77,33.1,17.59,48.09,75.04,59.83
2015-12-17,100.68,106.23,10.15,84.14,110.35,52.13,36.75,67.16,,32.81,17.13,48.13,75.73,59.93
2015-12-18,100.69,105.99,10.29,84.23,110.55,51.38,36.36,66.01,39.13,32.64,16.74,48.19,76.1,60.04
2015-12-21,100.76,105.8,10.4,84.28,110.6,51.48,36.37,65.84,38.92,32.71,16.7,48.1,76.06,60.03
2015-12-22,100.67,105.98,10.35,84.29,110.57,51.97,36.64,66.54,39.04,32.96,16.92,48.14,75.57,59.97
2015-12-23,100.66,106.46,10.32,84.15,110.62,52.71,37.24,67.54,39.46,33.45,17.68,48.14,74.83,59.9
2015-12-24,100.74,105.96,10.39,84.24,110.39,52.82,37.14,67.35,39.48,33.35,17.5,48.16,75.22,59.92
2015-12-28,100.75,105.66,10.32,84.22,110.44,52.53,37.03,67.18,39.71,33.18,17.18,48.2,75.44,59.94
2015-12-29,100.63,105.76,10.3,83.87,110.47,53.03,37.42,67.82,40.12,33.16,17.29,48.14,74.34,59.75
2015-12-30,100.63,105.98,10.23,83.77,110.54,52.57,37.19,67.41,39.96,32.7,17.01,48.2,74.23,59.81
2015-12-31,100.61,105.78,10.23,84.09,110.71,52.08,36.72,66.75,39.64,32.71,17.09,48.35,74.62,60.19
2016-01-04,100.71,105.67,10.38,84.21,110.47,51.09,36.17,65.95,39.12,31.78,17.08,48.26,75.59,59.93
2016-01-05,100.71,105.95,10.4,84.23,110.6,51.11,36.13,66.28,39.89,31.85,17.14,48.23,74.81,59.94
2016-01-06,100.72,105.94,10.57,84.5,111.09,50.36,35.47,65.41,39.73,31.28,16.49,48.23,75.68,60.1
2016-01-07,100.71,105.44,10.72,84.55,111.25,48.98,34.8,64.0,39.03,30.27,16.1,48.27,75.91,60.18
2016-01-08,100.7,105.35,10.66,84.58,111.3,48.25,34.37,63.28,38.44,30.0,15.89,48.33,76.18,60.23
2016-01-11,100.73,105.17,10.57,84.43,111.12,48.03,34.52,63.35,38.68,29.87,15.53,48.25,75.47,60.2
2016-01-12,100.71,104.68,10.52,84.48,111.16,48.15,34.66,63.69,38.42,29.98,15.58,48.28,76.48,60.25
2016-01-13,100.73,104.27,10.57,84.67,111.21,46.68,34.14,62.5,37.95,29.64,15.25,48.25,77.2,60.39
2016-01-14,100.7,104.39,10.39,84.41,111.01,47.24,34.54,63.64,37.81,30.02,15.91,48.28,76.52,60.38
2016-01-15,100.73,103.36,10.51,84.44,111.35,46.46,33.34,62.41,37.6,28.76,15.47,48.24,77.57,60.52
2016-01-19,100.72,103.74,10.5,84.13,111.34,45.9,33.63,62.4,37.84,29.16,15.08,48.23,77.46,60.48
2016-01-20,100.72,103.11,10.64,84.2,111.51,45.9,32.86,61.51,36.71,28.55,14.65,48.24,78.16,60.58
2016-01-21,100.66,103.58,10.65,84.08,111.44,45.87,33.11,61.92,36.95,28.6,15.11,48.22,77.64,60.57
2016-01-22,100.7,104.55,10.59,84.05,111.3,47.0,34.07,63.08,37.92,29.57,15.78,48.29,77.43,60.5
2016-01-25,100.7,104.07,10.71,84.03,111.36,45.96,33.58,62.19,37.66,29.08,15.04,48.3,77.86,60.54
2016-01-26,100.73,104.4,10.83,83.89,111.33,47.0,34.19,63.23,38.46,29.5,15.62,48.29,77.9,60.6
2016-01-27,100.73,104.9,10.86,83.95,111.39,46.4,33.97,62.91,37.7,29.31,15.54,48.38,77.82,60.61
2016-01-28,100.72,105.45,10.75,84.06,111.41,46.39,34.1,63.33,37.33,29.78,16.04,48.4,77.91,60.67
2016-01-29,100.71,105.82,10.78,84.49,111.56,47.92,34.69,64.87,38.07,30.83,16.47,48.49,78.52,60.81
2016-02-01,100.63,104.88,10.91,84.02,111.08,47.77,34.62,64.71,38.1,30.52,16.14,48.38,78.19,60.64
2016-02-02,100.66,104.65,10.91,84.32,111.37,46.7,33.84,63.66,37.69,29.61,15.6,48.43,79.46,60.87
2016-02-03,100.67,105.11,11.03,84.33,111.47,46.9,34.14,64.3,37.96,30.4,16.2,48.43,79.02,60.9
2016-02-04,100.63,105.24,11.17,84.4,111.56,47.22,34.21,64.4,37.97,30.61,16.22,48.46,79.36,60.94
2016-02-05,100.62,105.13,11.33,84.33,111.65,46.06,33.7,63.75,37.24,30.29,15.86,48.4,79.45,60.92
2016-02-08,100.61,104.66,11.5,84.58,111.94,45.12,33.09,63.45,36.19,29.87,15.82,48.32,80.99,61.13
2016-02-09,100.61,104.32,11.46,84.45,111.95,44.76,32.73,63.38,35.51,29.49,15.43,48.25,81.09,61.14
2016-02-10,100.58,104.42,11.54,84.46,111.98,44.81,32.66,63.11,35.74,29.58,15.37,48.28,81.68,61.21
2016-02-11,100.6,104.3,12.03,84.44,112.15,44.24,32.23,62.33,35.15,29.15,15.3,48.35,82.32,61.27
2016-02-12,100.57,104.71,11.94,84.15,111.87,45.11,32.74,63.56,35.55,29.63,15.68,48.34,81.04,61.09
2016-02-16,100.57,105.05,11.57,84.04,111.93,46.14,33.37,64.48,36.17,30.33,15.85,48.24,80.24,61.01
2016-02-17,100.55,105.79,11.64,83.92,111.78,46.96,33.97,65.29,36.53,30.96,16.32,48.27,79.71,60.95
2016-02-18,100.61,106.11,11.95,84.39,111.77,46.77,33.81,65.3,36.86,30.81,16.15,48.34,80.62,61.07
2016-02-19,100.56,106.02,11.86,84.45,111.69,46.91,33.75,65.14,37.1,30.68,16.1,48.32,80.66,61.06
2016-02-22,100.58,106.54,11.65,84.53,111.58,47.54,34.16,65.92,37.51,31.44,16.46,48.39,80.6,61.03
2016-02-23,100.58,106.52,11.84,84.63,111.62,47.12,33.59,65.16,37.4,30.76,15.94,48.41,80.93,61.09
2016-02-24,100.55,106.54,11.86,84.79,111.47,47.55,33.49,65.35,37.32,30.76,16.1,48.5,80.84,61.08
2016-02-25,100.54,106.91,11.92,85.11,111.55,48.02,33.89,66.08,38.04,30.81,16.12,48.57,81.12,61.16
2016-02-26,100.52,107.09,11.81,85.2,111.37,48.38,33.77,65.72,37.87,30.54,16.24,48.54,80.35,61.01
2016-02-29,100.58,107.25,11.99,85.19,111.36,48.23,33.62,65.2,37.69,30.73,16.1,48.55,80.57,61.02
2016-03-01,100.45,108.06,11.88,84.84,110.95,49.22,34.49,66.5,38.83,31.85,16.41,48.57,79.21,60.75
2016-03-02,100.48,107.8,11.97,84.63,110.83,49.8,34.73,67.0,39.18,32.34,16.85,48.58,79.39,60.72
